exception_id,trade_id,account_id,customer_id,exception_reason,priority,exception_status,exception_amount,currency,created_ts,sla_due_ts,resolved_ts,case_owner,escalation_level,policy_id,policy_version_expected,source_system
EXC-0000255,TRD-00013384,ACC-0000868,CUST-000233,SSI_MISMATCH,P1,IN_PROGRESS,2146115.22,USD,2026-07-16T16:36:42,2026-07-16T17:36:42,,OPS-061,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000256,TRD-00001685,ACC-0000904,CUST-000167,INSUFFICIENT_SECURITIES,P2,RESOLVED,6026696.59,GBP,2026-06-01T09:23:23,2026-06-01T11:23:23,2026-06-01T11:39:23,OPS-019,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000257,TRD-00004287,ACC-0000003,CUST-000128,COUNTERPARTY_MISMATCH,P3,RESOLVED,2058795.18,CAD,2026-07-13T13:28:50,2026-07-13T17:28:50,2026-07-13T18:30:50,OPS-044,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000258,TRD-00010766,ACC-0000964,CUST-000355,LATE_AFFIRMATION,P3,PENDING_COUNTERPARTY,1878384.27,CAD,2026-07-18T19:05:19,2026-07-18T23:05:19,,OPS-010,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000259,TRD-00006203,ACC-0000047,CUST-000350,COUNTERPARTY_MISMATCH,P2,RESOLVED,1331880.95,EUR,2026-07-20T20:28:42,2026-07-20T22:28:42,2026-07-21T01:21:42,OPS-020,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000260,TRD-00001465,ACC-0000726,CUST-000399,MARKET_CUTOFF_MISSED,P2,IN_PROGRESS,39248.50,JPY,2026-06-26T19:08:55,2026-06-26T21:08:55,,OPS-002,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000261,TRD-00017791,ACC-0000406,CUST-000178,INSUFFICIENT_SECURITIES,P3,RESOLVED,8229663.12,USD,2026-06-30T13:15:37,2026-06-30T17:15:37,2026-06-30T17:44:37,OPS-069,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000262,TRD-00019516,ACC-0000937,CUST-000104,COUNTERPARTY_MISMATCH,P3,RESOLVED,6532209.58,CAD,2026-07-04T09:47:35,2026-07-04T13:47:35,2026-07-04T16:34:35,OPS-010,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000263,TRD-00007875,ACC-0000116,CUST-000113,LATE_AFFIRMATION,P3,OPEN,5001055.06,GBP,2026-07-02T18:11:26,2026-07-02T22:11:26,,OPS-061,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000264,TRD-00005527,ACC-0000598,CUST-000173,LATE_AFFIRMATION,P2,PENDING_COUNTERPARTY,4527422.39,USD,2026-05-24T16:41:31,2026-05-24T18:41:31,,OPS-059,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000265,TRD-00007675,ACC-0000042,CUST-000078,COUNTERPARTY_MISMATCH,P4,RESOLVED,3470293.00,GBP,2026-06-28T14:46:06,2026-06-28T22:46:06,2026-06-29T01:09:06,OPS-041,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000266,TRD-00013751,ACC-0000133,CUST-000272,COUNTERPARTY_MISMATCH,P2,IN_PROGRESS,1315322.25,EUR,2026-03-02T20:05:06,2026-03-02T22:05:06,,OPS-053,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000267,TRD-00012677,ACC-0000993,CUST-000351,ACCOUNT_RESTRICTION,P3,IN_PROGRESS,9279354.17,USD,2026-06-26T22:16:14,2026-06-27T02:16:14,,OPS-035,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000268,TRD-00019007,ACC-0000042,CUST-000078,INSUFFICIENT_CASH,P2,IN_PROGRESS,602909.13,GBP,2026-07-19T16:38:40,2026-07-19T18:38:40,,OPS-002,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000269,TRD-00018722,ACC-0000330,CUST-000490,ACCOUNT_RESTRICTION,P2,RESOLVED,107591.40,USD,2026-05-05T23:28:45,2026-05-06T01:28:45,2026-05-06T03:36:45,OPS-072,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000270,TRD-00009664,ACC-0000230,CUST-000381,COUNTERPARTY_MISMATCH,P4,OPEN,995628.87,USD,2026-06-29T19:19:56,2026-06-30T03:19:56,,OPS-022,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000271,TRD-00009188,ACC-0000267,CUST-000332,ACCOUNT_RESTRICTION,P1,PENDING_COUNTERPARTY,1090080.61,EUR,2026-02-26T07:42:35,2026-02-26T08:42:35,,OPS-066,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000272,TRD-00008796,ACC-0000566,CUST-000434,MARKET_CUTOFF_MISSED,P1,ESCALATED,857809.89,USD,2026-03-11T22:30:28,2026-03-11T23:30:28,,OPS-041,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000273,TRD-00013187,ACC-0000733,CUST-000124,COUNTERPARTY_MISMATCH,P3,IN_PROGRESS,1265872.70,USD,2026-04-23T19:35:15,2026-04-23T23:35:15,,OPS-011,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000274,TRD-00015013,ACC-0000554,CUST-000314,LATE_AFFIRMATION,P3,PENDING_COUNTERPARTY,8378582.51,USD,2026-07-07T04:13:52,2026-07-07T08:13:52,,OPS-034,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000275,TRD-00015673,ACC-0000503,CUST-000336,MARKET_CUTOFF_MISSED,P2,ESCALATED,4545107.29,USD,2026-06-16T08:37:35,2026-06-16T10:37:35,,OPS-017,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000276,TRD-00015814,ACC-0000866,CUST-000035,COUNTERPARTY_MISMATCH,P3,OPEN,3777793.71,AUD,2026-06-07T10:12:03,2026-06-07T14:12:03,,OPS-009,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000277,TRD-00010644,ACC-0000145,CUST-000448,ACCOUNT_RESTRICTION,P2,RESOLVED,997273.61,CAD,2026-07-09T15:16:28,2026-07-09T17:16:28,2026-07-09T20:12:28,OPS-062,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000278,TRD-00017305,ACC-0000317,CUST-000481,MARKET_CUTOFF_MISSED,P2,PENDING_COUNTERPARTY,7994358.98,USD,2026-07-20T20:55:55,2026-07-20T22:55:55,,OPS-009,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000279,TRD-00014498,ACC-0000616,CUST-000249,MARKET_CUTOFF_MISSED,P2,RESOLVED,1741059.71,USD,2026-02-21T21:26:09,2026-02-21T23:26:09,2026-02-22T00:10:09,OPS-058,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000280,TRD-00004734,ACC-0000864,CUST-000091,INSUFFICIENT_CASH,P4,PENDING_COUNTERPARTY,665564.88,USD,2026-07-14T16:44:11,2026-07-15T00:44:11,,OPS-014,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000281,TRD-00019670,ACC-0000587,CUST-000129,MARKET_CUTOFF_MISSED,P3,IN_PROGRESS,2584434.50,USD,2026-05-21T20:13:56,2026-05-22T00:13:56,,OPS-018,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000282,TRD-00010872,ACC-0000359,CUST-000102,ACCOUNT_RESTRICTION,P1,RESOLVED,3047535.33,EUR,2026-04-22T02:23:08,2026-04-22T03:23:08,2026-04-22T04:30:08,OPS-049,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000283,TRD-00011545,ACC-0000460,CUST-000010,LATE_AFFIRMATION,P3,IN_PROGRESS,225098.55,AUD,2026-07-06T05:22:29,2026-07-06T09:22:29,,OPS-008,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000284,TRD-00014719,ACC-0000776,CUST-000247,COUNTERPARTY_MISMATCH,P4,OPEN,6935577.84,USD,2026-06-18T19:55:46,2026-06-19T03:55:46,,OPS-074,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000285,TRD-00001239,ACC-0000411,CUST-000045,ACCOUNT_RESTRICTION,P2,OPEN,2395219.81,JPY,2026-06-30T13:19:48,2026-06-30T15:19:48,,OPS-044,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000286,TRD-00018602,ACC-0000249,CUST-000093,INSUFFICIENT_SECURITIES,P3,RESOLVED,6190020.70,USD,2026-07-07T13:25:47,2026-07-07T17:25:47,2026-07-07T19:04:47,OPS-037,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000287,TRD-00008909,ACC-0000720,CUST-000157,ACCOUNT_RESTRICTION,P2,IN_PROGRESS,1255320.98,USD,2026-05-02T04:04:20,2026-05-02T06:04:20,,OPS-034,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000288,TRD-00015669,ACC-0000347,CUST-000114,INSUFFICIENT_SECURITIES,P1,IN_PROGRESS,147384.27,CAD,2026-07-20T00:23:44,2026-07-20T01:23:44,,OPS-017,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000289,TRD-00008290,ACC-0000952,CUST-000067,COUNTERPARTY_MISMATCH,P2,IN_PROGRESS,1704196.49,SGD,2026-07-18T01:52:10,2026-07-18T03:52:10,,OPS-046,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000290,TRD-00006888,ACC-0000988,CUST-000034,LATE_AFFIRMATION,P4,ESCALATED,8118991.76,USD,2026-07-17T16:08:05,2026-07-18T00:08:05,,OPS-004,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000291,TRD-00011033,ACC-0000550,CUST-000302,MARKET_CUTOFF_MISSED,P3,IN_PROGRESS,281238.82,USD,2026-07-11T09:37:48,2026-07-11T13:37:48,,OPS-009,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000292,TRD-00001674,ACC-0000306,CUST-000416,MARKET_CUTOFF_MISSED,P3,OPEN,4321281.06,USD,2026-05-30T06:32:49,2026-05-30T10:32:49,,OPS-005,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000293,TRD-00016448,ACC-0000475,CUST-000434,INSUFFICIENT_CASH,P4,OPEN,3564217.18,USD,2026-04-01T14:02:35,2026-04-01T22:02:35,,OPS-003,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000294,TRD-00015068,ACC-0000849,CUST-000489,INSUFFICIENT_SECURITIES,P2,ESCALATED,8004392.21,AUD,2026-06-13T15:13:04,2026-06-13T17:13:04,,OPS-063,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000295,TRD-00015137,ACC-0000677,CUST-000198,SSI_MISMATCH,P4,PENDING_COUNTERPARTY,5855071.35,USD,2026-07-07T21:21:00,2026-07-08T05:21:00,,OPS-074,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000296,TRD-00013840,ACC-0000309,CUST-000330,SSI_MISMATCH,P3,RESOLVED,1799605.34,USD,2026-07-11T04:26:26,2026-07-11T08:26:26,2026-07-11T08:06:26,OPS-067,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000297,TRD-00005394,ACC-0000995,CUST-000303,COUNTERPARTY_MISMATCH,P3,OPEN,1637542.85,SGD,2026-03-28T01:16:55,2026-03-28T05:16:55,,OPS-069,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000298,TRD-00013683,ACC-0000992,CUST-000224,INSUFFICIENT_SECURITIES,P3,RESOLVED,1804196.52,USD,2026-04-26T10:20:27,2026-04-26T14:20:27,2026-04-26T16:23:27,OPS-004,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000299,TRD-00006109,ACC-0000189,CUST-000464,SSI_MISMATCH,P4,OPEN,5497070.24,AUD,2026-07-12T17:45:15,2026-07-13T01:45:15,,OPS-008,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000300,TRD-00011831,ACC-0000270,CUST-000371,SSI_MISMATCH,P1,IN_PROGRESS,1271598.26,USD,2026-07-05T16:36:34,2026-07-05T17:36:34,,OPS-017,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000301,TRD-00001407,ACC-0000371,CUST-000425,INSUFFICIENT_CASH,P2,RESOLVED,4112298.22,USD,2026-06-04T13:18:58,2026-06-04T15:18:58,2026-06-04T17:30:58,OPS-028,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000302,TRD-00011323,ACC-0000344,CUST-000443,SSI_MISMATCH,P2,IN_PROGRESS,4007344.79,SGD,2026-06-09T20:00:02,2026-06-09T22:00:02,,OPS-073,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000303,TRD-00017334,ACC-0000957,CUST-000460,ACCOUNT_RESTRICTION,P3,RESOLVED,2092822.63,USD,2026-06-08T13:56:40,2026-06-08T17:56:40,2026-06-08T20:08:40,OPS-075,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000304,TRD-00006152,ACC-0000254,CUST-000284,COUNTERPARTY_MISMATCH,P3,IN_PROGRESS,1217406.15,USD,2026-04-27T01:20:58,2026-04-27T05:20:58,,OPS-059,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000305,TRD-00018175,ACC-0000058,CUST-000498,MARKET_CUTOFF_MISSED,P4,ESCALATED,863085.11,USD,2026-07-06T00:13:49,2026-07-06T08:13:49,,OPS-008,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000306,TRD-00006409,ACC-0000707,CUST-000139,MARKET_CUTOFF_MISSED,P4,RESOLVED,5160279.11,USD,2026-02-28T12:39:56,2026-02-28T20:39:56,2026-02-28T23:26:56,OPS-059,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000307,TRD-00006060,ACC-0000991,CUST-000141,ACCOUNT_RESTRICTION,P1,IN_PROGRESS,8551688.74,USD,2026-03-19T07:13:56,2026-03-19T08:13:56,,OPS-022,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000308,TRD-00016968,ACC-0000693,CUST-000233,COUNTERPARTY_MISMATCH,P3,IN_PROGRESS,713743.22,USD,2026-07-05T14:29:56,2026-07-05T18:29:56,,OPS-003,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000309,TRD-00005761,ACC-0000527,CUST-000495,SSI_MISMATCH,P4,OPEN,48842.39,GBP,2026-07-16T03:18:39,2026-07-16T11:18:39,,OPS-037,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000310,TRD-00004849,ACC-0000370,CUST-000431,COUNTERPARTY_MISMATCH,P3,RESOLVED,3910655.37,CAD,2026-06-07T02:26:41,2026-06-07T06:26:41,2026-06-07T06:08:41,OPS-002,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000311,TRD-00009432,ACC-0000479,CUST-000461,MARKET_CUTOFF_MISSED,P1,IN_PROGRESS,13173404.13,USD,2026-06-26T07:01:07,2026-06-26T08:01:07,,OPS-056,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000312,TRD-00013388,ACC-0000066,CUST-000310,COUNTERPARTY_MISMATCH,P3,PENDING_COUNTERPARTY,5965402.90,EUR,2026-03-30T21:16:56,2026-03-31T01:16:56,,OPS-011,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000313,TRD-00012433,ACC-0000825,CUST-000412,INSUFFICIENT_CASH,P4,OPEN,902910.46,USD,2026-06-08T17:56:00,2026-06-09T01:56:00,,OPS-053,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000314,TRD-00016252,ACC-0000241,CUST-000427,SSI_MISMATCH,P3,ESCALATED,624.44,USD,2026-06-25T00:47:25,2026-06-25T04:47:25,,OPS-038,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000315,TRD-00000995,ACC-0000945,CUST-000101,INSUFFICIENT_CASH,P3,ESCALATED,9361447.71,EUR,2026-05-24T08:53:57,2026-05-24T12:53:57,,OPS-062,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000316,TRD-00008408,ACC-0000147,CUST-000104,COUNTERPARTY_MISMATCH,P3,OPEN,1626419.47,CAD,2026-03-11T03:16:33,2026-03-11T07:16:33,,OPS-072,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000317,TRD-00001805,ACC-0000289,CUST-000145,COUNTERPARTY_MISMATCH,P2,ESCALATED,4129729.84,USD,2026-03-17T01:34:22,2026-03-17T03:34:22,,OPS-052,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000318,TRD-00010799,ACC-0000347,CUST-000114,SSI_MISMATCH,P4,RESOLVED,587037.62,CAD,2026-04-26T07:31:16,2026-04-26T15:31:16,2026-04-26T17:24:16,OPS-008,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000319,TRD-00017433,ACC-0000406,CUST-000178,INSUFFICIENT_SECURITIES,P3,RESOLVED,5320349.90,USD,2026-05-23T17:04:33,2026-05-23T21:04:33,2026-05-23T21:59:33,OPS-020,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000320,TRD-00004012,ACC-0000567,CUST-000078,COUNTERPARTY_MISMATCH,P2,IN_PROGRESS,7372911.99,GBP,2026-04-06T10:46:11,2026-04-06T12:46:11,,OPS-056,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000321,TRD-00005642,ACC-0000569,CUST-000138,COUNTERPARTY_MISMATCH,P3,IN_PROGRESS,3952113.76,SGD,2026-06-04T15:41:12,2026-06-04T19:41:12,,OPS-032,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000322,TRD-00005973,ACC-0000543,CUST-000059,LATE_AFFIRMATION,P3,PENDING_COUNTERPARTY,10573751.08,USD,2026-06-24T09:34:57,2026-06-24T13:34:57,,OPS-013,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000323,TRD-00008046,ACC-0000596,CUST-000200,LATE_AFFIRMATION,P4,IN_PROGRESS,6417725.40,EUR,2026-06-15T09:52:30,2026-06-15T17:52:30,,OPS-024,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000324,TRD-00015952,ACC-0000053,CUST-000203,INSUFFICIENT_SECURITIES,P3,RESOLVED,1674513.51,AUD,2026-07-18T18:06:02,2026-07-18T22:06:02,2026-07-18T22:47:02,OPS-070,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000325,TRD-00013037,ACC-0000690,CUST-000373,ACCOUNT_RESTRICTION,P3,PENDING_COUNTERPARTY,10199276.57,EUR,2026-04-19T18:05:25,2026-04-19T22:05:25,,OPS-059,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000326,TRD-00011357,ACC-0000701,CUST-000195,INSUFFICIENT_SECURITIES,P3,RESOLVED,4307269.34,CAD,2026-03-01T12:01:14,2026-03-01T16:01:14,2026-03-01T18:59:14,OPS-050,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000327,TRD-00008641,ACC-0000510,CUST-000369,MARKET_CUTOFF_MISSED,P3,PENDING_COUNTERPARTY,8030571.29,CAD,2026-04-19T10:19:51,2026-04-19T14:19:51,,OPS-061,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000328,TRD-00018421,ACC-0000115,CUST-000199,ACCOUNT_RESTRICTION,P3,OPEN,2160092.88,EUR,2026-04-13T04:24:28,2026-04-13T08:24:28,,OPS-008,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000329,TRD-00004423,ACC-0000532,CUST-000172,LATE_AFFIRMATION,P2,OPEN,3936300.84,USD,2026-06-29T03:22:52,2026-06-29T05:22:52,,OPS-018,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000330,TRD-00012071,ACC-0000727,CUST-000136,COUNTERPARTY_MISMATCH,P3,RESOLVED,1956697.91,AUD,2026-06-24T17:58:56,2026-06-24T21:58:56,2026-06-24T22:53:56,OPS-039,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000331,TRD-00007914,ACC-0000063,CUST-000320,INSUFFICIENT_CASH,P2,OPEN,4712126.51,CAD,2026-07-02T23:56:33,2026-07-03T01:56:33,,OPS-071,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000332,TRD-00018932,ACC-0000458,CUST-000061,INSUFFICIENT_CASH,P4,OPEN,1456737.47,USD,2026-04-01T00:05:13,2026-04-01T08:05:13,,OPS-045,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000333,TRD-00011350,ACC-0000359,CUST-000102,ACCOUNT_RESTRICTION,P3,IN_PROGRESS,1149500.88,EUR,2026-07-07T23:02:17,2026-07-08T03:02:17,,OPS-033,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000334,TRD-00016146,ACC-0000332,CUST-000085,LATE_AFFIRMATION,P2,OPEN,3531773.36,EUR,2026-06-05T07:38:30,2026-06-05T09:38:30,,OPS-073,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000335,TRD-00009672,ACC-0000574,CUST-000387,INSUFFICIENT_SECURITIES,P4,RESOLVED,1449321.38,USD,2026-05-25T10:46:06,2026-05-25T18:46:06,2026-05-25T20:03:06,OPS-035,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000336,TRD-00013475,ACC-0000688,CUST-000275,LATE_AFFIRMATION,P3,RESOLVED,11337923.46,USD,2026-05-16T13:34:12,2026-05-16T17:34:12,2026-05-16T17:41:12,OPS-034,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000337,TRD-00009123,ACC-0000274,CUST-000488,SSI_MISMATCH,P2,OPEN,736198.01,USD,2026-07-16T18:16:37,2026-07-16T20:16:37,,OPS-008,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000338,TRD-00011710,ACC-0000204,CUST-000317,INSUFFICIENT_CASH,P3,OPEN,297297.48,USD,2026-07-04T04:24:53,2026-07-04T08:24:53,,OPS-052,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000339,TRD-00000059,ACC-0000672,CUST-000038,COUNTERPARTY_MISMATCH,P1,PENDING_COUNTERPARTY,2906515.17,USD,2026-06-26T00:47:57,2026-06-26T01:47:57,,OPS-071,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000340,TRD-00005344,ACC-0000666,CUST-000455,MARKET_CUTOFF_MISSED,P3,RESOLVED,8924873.38,USD,2026-06-30T11:32:58,2026-06-30T15:32:58,2026-06-30T17:00:58,OPS-018,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000341,TRD-00005097,ACC-0000211,CUST-000191,COUNTERPARTY_MISMATCH,P3,IN_PROGRESS,1184357.25,USD,2026-02-09T06:03:54,2026-02-09T10:03:54,,OPS-001,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000342,TRD-00013563,ACC-0000755,CUST-000375,COUNTERPARTY_MISMATCH,P4,IN_PROGRESS,12519827.60,USD,2026-07-18T22:18:44,2026-07-19T06:18:44,,OPS-041,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000343,TRD-00011119,ACC-0000635,CUST-000134,MARKET_CUTOFF_MISSED,P4,IN_PROGRESS,128024.17,JPY,2026-05-31T03:26:33,2026-05-31T11:26:33,,OPS-011,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000344,TRD-00019150,ACC-0000168,CUST-000233,SSI_MISMATCH,P3,IN_PROGRESS,2048215.92,USD,2026-06-16T16:55:45,2026-06-16T20:55:45,,OPS-004,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000345,TRD-00005772,ACC-0000393,CUST-000199,ACCOUNT_RESTRICTION,P1,RESOLVED,1141010.02,EUR,2026-07-13T06:24:31,2026-07-13T07:24:31,2026-07-13T07:25:31,OPS-044,L1,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000346,TRD-00011498,ACC-0000130,CUST-000256,SSI_MISMATCH,P2,ESCALATED,941038.76,CAD,2026-05-23T11:14:42,2026-05-23T13:14:42,,OPS-032,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000347,TRD-00014977,ACC-0000419,CUST-000496,ACCOUNT_RESTRICTION,P3,ESCALATED,4067832.63,USD,2026-07-15T09:05:54,2026-07-15T13:05:54,,OPS-075,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000348,TRD-00004261,ACC-0000463,CUST-000499,INSUFFICIENT_CASH,P4,PENDING_COUNTERPARTY,1283033.20,USD,2026-06-29T05:03:49,2026-06-29T13:03:49,,OPS-020,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000349,TRD-00014849,ACC-0000798,CUST-000123,COUNTERPARTY_MISMATCH,P3,RESOLVED,100928.50,USD,2026-07-04T00:47:18,2026-07-04T04:47:18,2026-07-04T07:03:18,OPS-038,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000350,TRD-00008739,ACC-0000049,CUST-000452,LATE_AFFIRMATION,P1,ESCALATED,3918365.08,USD,2026-05-24T10:19:14,2026-05-24T11:19:14,,OPS-054,L2,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000351,TRD-00001478,ACC-0000593,CUST-000293,ACCOUNT_RESTRICTION,P3,PENDING_COUNTERPARTY,1700268.36,EUR,2026-05-08T19:28:37,2026-05-08T23:28:37,,OPS-031,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000352,TRD-00009729,ACC-0000924,CUST-000199,SSI_MISMATCH,P3,IN_PROGRESS,4079973.16,EUR,2026-06-29T19:04:46,2026-06-29T23:04:46,,OPS-052,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
EXC-0000353,TRD-00006429,ACC-0000895,CUST-000121,COUNTERPARTY_MISMATCH,P4,OPEN,5938168.29,GBP,2026-07-01T13:28:43,2026-07-01T21:28:43,,OPS-011,NONE,POL-SET-001,3.0,SETTLEMENT_EXCEPTION_HUB
