case_id,case_type,linked_record_id,customer_id,account_id,priority,case_status,created_ts,last_updated_ts,owner_id,queue_name,sla_breached_flag,data_classification,source_system
CASE-0000305,RECONCILIATION_BREAK,BRK-0000393,CUST-000477,ACC-0000834,P2,CLOSED,2026-05-25T23:45:35,2026-06-03T15:45:35,CASE-011,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000306,SETTLEMENT_EXCEPTION,EXC-0002094,CUST-000032,ACC-0000989,P3,CLOSED,2026-06-12T14:20:08,2026-06-15T16:20:08,CASE-049,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000307,SETTLEMENT_EXCEPTION,EXC-0000647,CUST-000456,ACC-0000392,P2,WAITING,2026-07-03T06:08:17,2026-07-10T13:08:17,CASE-002,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000308,POLICY_QUERY,,CUST-000178,ACC-0000406,P4,ESCALATED,2026-06-04T22:24:20,2026-06-07T05:24:20,CASE-060,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000309,SETTLEMENT_EXCEPTION,EXC-0000694,CUST-000114,ACC-0000837,P4,CLOSED,2026-05-09T07:24:05,2026-05-09T21:24:05,CASE-043,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000310,POLICY_QUERY,,CUST-000008,ACC-0000131,P4,IN_PROGRESS,2026-04-13T13:37:12,2026-04-26T00:37:12,CASE-022,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000311,RECONCILIATION_BREAK,BRK-0001106,CUST-000446,ACC-0000391,P3,WAITING,2026-05-15T10:35:27,2026-05-17T08:35:27,CASE-035,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000312,RECONCILIATION_BREAK,BRK-0001525,CUST-000061,ACC-0000458,P4,CLOSED,2026-06-17T06:12:40,2026-06-28T14:12:40,CASE-080,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000313,POLICY_QUERY,,CUST-000463,ACC-0000235,P3,CLOSED,2026-05-14T04:17:04,2026-05-24T07:17:04,CASE-068,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000314,RECONCILIATION_BREAK,BRK-0000934,CUST-000423,ACC-0000682,P3,CLOSED,2026-07-02T15:40:26,2026-07-10T11:40:26,CASE-065,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000315,RECONCILIATION_BREAK,BRK-0000029,CUST-000490,ACC-0000395,P1,WAITING,2026-03-26T02:09:38,2026-03-31T23:09:38,CASE-082,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000316,POLICY_QUERY,,CUST-000089,ACC-0000223,P3,IN_PROGRESS,2026-04-23T00:48:28,2026-04-29T12:48:28,CASE-081,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000317,RECONCILIATION_BREAK,BRK-0001598,CUST-000202,ACC-0000547,P3,OPEN,2026-03-23T21:16:00,2026-03-29T20:16:00,CASE-084,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000318,SETTLEMENT_EXCEPTION,EXC-0001891,CUST-000440,ACC-0000021,P3,CLOSED,2026-06-28T23:35:52,2026-06-30T21:35:52,CASE-035,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000319,CORPORATE_ACTION,CA-0000073,CUST-000015,ACC-0000163,P3,WAITING,2026-05-31T13:39:10,2026-06-11T23:39:10,CASE-002,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000320,SETTLEMENT_EXCEPTION,EXC-0002120,CUST-000483,ACC-0000927,P3,CLOSED,2026-05-21T13:45:24,2026-05-22T07:45:24,CASE-089,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000321,SETTLEMENT_EXCEPTION,EXC-0002095,CUST-000296,ACC-0000221,P1,WAITING,2026-06-27T19:10:57,2026-07-06T13:10:57,CASE-064,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000322,SETTLEMENT_EXCEPTION,EXC-0001789,CUST-000097,ACC-0000931,P4,OPEN,2026-04-28T23:42:10,2026-05-10T13:42:10,CASE-037,SETTLEMENT_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000323,RECONCILIATION_BREAK,BRK-0000702,CUST-000406,ACC-0000835,P3,WAITING,2026-04-21T21:59:56,2026-04-30T06:59:56,CASE-012,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000324,RECONCILIATION_BREAK,BRK-0000208,CUST-000116,ACC-0000236,P2,CLOSED,2026-07-08T22:07:57,2026-07-13T16:07:57,CASE-029,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000325,SETTLEMENT_EXCEPTION,EXC-0000733,CUST-000498,ACC-0000966,P4,ESCALATED,2026-06-14T03:53:17,2026-06-23T10:53:17,CASE-056,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000326,SETTLEMENT_EXCEPTION,EXC-0001501,CUST-000119,ACC-0000363,P2,IN_PROGRESS,2026-07-17T05:06:48,2026-07-21T07:30:00,CASE-020,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000327,POLICY_QUERY,,CUST-000064,ACC-0000331,P2,CLOSED,2026-04-17T20:57:16,2026-04-22T19:57:16,CASE-045,POLICY_CONTROL,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000328,POLICY_QUERY,,CUST-000493,ACC-0000079,P2,CLOSED,2026-05-23T10:42:08,2026-05-26T17:42:08,CASE-005,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000329,CORPORATE_ACTION,CA-0000524,CUST-000290,ACC-0000973,P2,IN_PROGRESS,2026-06-12T14:50:32,2026-06-15T03:50:32,CASE-033,CORP_ACTIONS_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000330,SETTLEMENT_EXCEPTION,EXC-0001765,CUST-000199,ACC-0000393,P2,ESCALATED,2026-06-23T00:21:26,2026-06-28T09:21:26,CASE-035,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000331,SETTLEMENT_EXCEPTION,EXC-0000796,CUST-000399,ACC-0000184,P2,OPEN,2026-05-23T04:39:48,2026-05-27T17:39:48,CASE-043,SETTLEMENT_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000332,RECONCILIATION_BREAK,BRK-0000609,CUST-000396,ACC-0000119,P4,CLOSED,2026-04-11T18:29:34,2026-04-22T06:29:34,CASE-034,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000333,POLICY_QUERY,,CUST-000149,ACC-0000187,P4,IN_PROGRESS,2026-05-09T07:06:18,2026-05-20T18:06:18,CASE-037,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000334,RECONCILIATION_BREAK,BRK-0001438,CUST-000392,ACC-0000024,P3,CLOSED,2026-03-12T02:58:28,2026-03-16T06:58:28,CASE-007,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000335,RECONCILIATION_BREAK,BRK-0000161,CUST-000198,ACC-0000762,P2,IN_PROGRESS,2026-06-08T21:37:30,2026-06-17T06:37:30,CASE-054,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000336,SETTLEMENT_EXCEPTION,EXC-0000248,CUST-000128,ACC-0000003,P3,OPEN,2026-05-30T03:13:13,2026-06-09T22:13:13,CASE-003,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000337,RECONCILIATION_BREAK,BRK-0000039,CUST-000107,ACC-0000905,P3,OPEN,2026-04-02T00:10:08,2026-04-09T22:10:08,CASE-004,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000338,RECONCILIATION_BREAK,BRK-0000149,CUST-000386,ACC-0000246,P3,ESCALATED,2026-03-11T11:00:54,2026-03-14T20:00:54,CASE-006,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000339,RECONCILIATION_BREAK,BRK-0000493,CUST-000306,ACC-0000242,P3,IN_PROGRESS,2026-06-19T20:59:47,2026-06-28T08:59:47,CASE-026,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000340,SETTLEMENT_EXCEPTION,EXC-0000980,CUST-000196,ACC-0000271,P4,OPEN,2026-03-04T20:51:59,2026-03-17T00:51:59,CASE-086,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000341,RECONCILIATION_BREAK,BRK-0000501,CUST-000453,ACC-0000654,P2,CLOSED,2026-05-23T18:34:40,2026-05-24T04:34:40,CASE-039,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000342,RECONCILIATION_BREAK,BRK-0001015,CUST-000308,ACC-0000029,P3,CLOSED,2026-04-23T22:04:51,2026-05-02T10:04:51,CASE-069,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000343,SETTLEMENT_EXCEPTION,EXC-0000714,CUST-000381,ACC-0000019,P2,OPEN,2026-03-29T06:25:25,2026-04-10T01:25:25,CASE-076,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000344,RECONCILIATION_BREAK,BRK-0000384,CUST-000210,ACC-0000357,P3,ESCALATED,2026-04-12T04:50:22,2026-04-14T05:50:22,CASE-073,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000345,RECONCILIATION_BREAK,BRK-0001034,CUST-000050,ACC-0000459,P1,IN_PROGRESS,2026-05-16T00:46:07,2026-05-23T13:46:07,CASE-031,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000346,RECONCILIATION_BREAK,BRK-0000578,CUST-000430,ACC-0000873,P2,IN_PROGRESS,2026-03-13T20:48:26,2026-03-25T11:48:26,CASE-089,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000347,SETTLEMENT_EXCEPTION,EXC-0001234,CUST-000462,ACC-0000082,P2,WAITING,2026-06-04T22:44:25,2026-06-12T10:44:25,CASE-057,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000348,RECONCILIATION_BREAK,BRK-0000823,CUST-000254,ACC-0000206,P4,CLOSED,2026-04-05T22:10:01,2026-04-06T17:10:01,CASE-015,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000349,RECONCILIATION_BREAK,BRK-0000030,CUST-000280,ACC-0000182,P3,IN_PROGRESS,2026-06-21T06:46:29,2026-06-26T17:46:29,CASE-053,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000350,RECONCILIATION_BREAK,BRK-0000873,CUST-000399,ACC-0000184,P2,CLOSED,2026-05-19T11:46:57,2026-05-21T23:46:57,CASE-018,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000351,CORPORATE_ACTION,CA-0000686,CUST-000465,ACC-0000827,P3,OPEN,2026-04-14T04:31:34,2026-04-17T15:31:34,CASE-051,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000352,RECONCILIATION_BREAK,BRK-0001507,CUST-000370,ACC-0000859,P4,IN_PROGRESS,2026-06-16T04:28:49,2026-06-26T02:28:49,CASE-029,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000353,SETTLEMENT_EXCEPTION,EXC-0001647,CUST-000497,ACC-0000005,P4,WAITING,2026-04-17T18:55:08,2026-04-18T20:55:08,CASE-054,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000354,SETTLEMENT_EXCEPTION,EXC-0000327,CUST-000369,ACC-0000510,P3,IN_PROGRESS,2026-06-28T10:32:34,2026-07-03T10:32:34,CASE-090,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000355,RECONCILIATION_BREAK,BRK-0000014,CUST-000361,ACC-0000928,P4,CLOSED,2026-07-20T22:18:15,2026-07-21T07:30:00,CASE-059,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000356,RECONCILIATION_BREAK,BRK-0001757,CUST-000442,ACC-0000577,P4,IN_PROGRESS,2026-06-29T14:21:20,2026-07-01T10:21:20,CASE-048,RECON_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000357,SETTLEMENT_EXCEPTION,EXC-0000460,CUST-000302,ACC-0000550,P3,OPEN,2026-07-16T10:45:27,2026-07-21T07:30:00,CASE-012,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000358,POLICY_QUERY,,CUST-000424,ACC-0000562,P3,CLOSED,2026-03-14T21:14:41,2026-03-20T16:14:41,CASE-077,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000359,CORPORATE_ACTION,CA-0000157,CUST-000303,ACC-0000073,P3,CLOSED,2026-04-22T12:00:27,2026-04-24T21:00:27,CASE-001,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000360,RECONCILIATION_BREAK,BRK-0001661,CUST-000183,ACC-0000423,P4,IN_PROGRESS,2026-03-08T07:37:29,2026-03-11T21:37:29,CASE-020,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000361,SETTLEMENT_EXCEPTION,EXC-0000353,CUST-000121,ACC-0000895,P3,OPEN,2026-06-21T19:54:47,2026-06-29T22:54:47,CASE-017,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000362,POLICY_QUERY,,CUST-000016,ACC-0000397,P3,CLOSED,2026-03-13T06:13:43,2026-03-19T06:13:43,CASE-057,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000363,RECONCILIATION_BREAK,BRK-0001339,CUST-000031,ACC-0000660,P3,IN_PROGRESS,2026-03-09T11:10:33,2026-03-19T09:10:33,CASE-053,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000364,RECONCILIATION_BREAK,BRK-0001574,CUST-000143,ACC-0000676,P2,OPEN,2026-04-14T09:38:28,2026-04-18T06:38:28,CASE-042,RECON_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000365,POLICY_QUERY,,CUST-000059,ACC-0000768,P3,OPEN,2026-03-21T20:49:55,2026-03-27T21:49:55,CASE-053,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000366,RECONCILIATION_BREAK,BRK-0001087,CUST-000316,ACC-0000499,P3,WAITING,2026-03-14T13:35:39,2026-03-20T02:35:39,CASE-019,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000367,RECONCILIATION_BREAK,BRK-0001562,CUST-000288,ACC-0000207,P3,IN_PROGRESS,2026-06-16T06:34:03,2026-06-25T08:34:03,CASE-062,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000368,POLICY_QUERY,,CUST-000351,ACC-0000993,P3,CLOSED,2026-03-08T20:20:04,2026-03-19T06:20:04,CASE-061,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000369,RECONCILIATION_BREAK,BRK-0001317,CUST-000096,ACC-0000847,P2,ESCALATED,2026-03-13T02:41:20,2026-03-22T05:41:20,CASE-016,RECON_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000370,RECONCILIATION_BREAK,BRK-0001287,CUST-000276,ACC-0000631,P1,OPEN,2026-06-22T12:36:47,2026-06-26T04:36:47,CASE-082,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000371,SETTLEMENT_EXCEPTION,EXC-0000013,CUST-000097,ACC-0000931,P4,IN_PROGRESS,2026-03-26T14:24:36,2026-04-03T10:24:36,CASE-014,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000372,RECONCILIATION_BREAK,BRK-0001133,CUST-000399,ACC-0000263,P3,CLOSED,2026-05-06T04:39:59,2026-05-07T14:39:59,CASE-036,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000373,SETTLEMENT_EXCEPTION,EXC-0001787,CUST-000128,ACC-0000003,P3,IN_PROGRESS,2026-03-29T11:50:18,2026-03-31T00:50:18,CASE-043,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000374,RECONCILIATION_BREAK,BRK-0000781,CUST-000352,ACC-0000046,P3,OPEN,2026-05-06T07:16:14,2026-05-16T22:16:14,CASE-031,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000375,RECONCILIATION_BREAK,BRK-0000943,CUST-000218,ACC-0000884,P3,OPEN,2026-03-30T07:25:20,2026-04-10T01:25:20,CASE-075,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000376,SETTLEMENT_EXCEPTION,EXC-0001818,CUST-000292,ACC-0000771,P2,IN_PROGRESS,2026-04-04T03:54:35,2026-04-14T02:54:35,CASE-089,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000377,SETTLEMENT_EXCEPTION,EXC-0000710,CUST-000349,ACC-0000856,P3,OPEN,2026-04-02T19:55:46,2026-04-11T09:55:46,CASE-022,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000378,CORPORATE_ACTION,CA-0000010,CUST-000203,ACC-0000986,P3,IN_PROGRESS,2026-03-21T09:21:37,2026-03-25T21:21:37,CASE-006,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000379,SETTLEMENT_EXCEPTION,EXC-0001687,CUST-000249,ACC-0000616,P4,IN_PROGRESS,2026-03-18T10:47:40,2026-03-21T02:47:40,CASE-036,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000380,SETTLEMENT_EXCEPTION,EXC-0000403,CUST-000270,ACC-0000914,P3,CLOSED,2026-05-03T01:07:36,2026-05-14T19:07:36,CASE-059,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000381,SETTLEMENT_EXCEPTION,EXC-0001413,CUST-000143,ACC-0000841,P3,IN_PROGRESS,2026-06-06T06:35:05,2026-06-14T15:35:05,CASE-011,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000382,SETTLEMENT_EXCEPTION,EXC-0000628,CUST-000025,ACC-0000447,P4,CLOSED,2026-06-28T07:23:38,2026-07-04T01:23:38,CASE-042,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000383,SETTLEMENT_EXCEPTION,EXC-0001109,CUST-000074,ACC-0000830,P3,OPEN,2026-06-26T19:51:23,2026-06-30T13:51:23,CASE-026,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000384,POLICY_QUERY,,CUST-000326,ACC-0000220,P4,IN_PROGRESS,2026-05-10T05:10:54,2026-05-18T04:10:54,CASE-064,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000385,RECONCILIATION_BREAK,BRK-0000258,CUST-000387,ACC-0000576,P3,CLOSED,2026-04-05T12:20:46,2026-04-12T00:20:46,CASE-085,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000386,RECONCILIATION_BREAK,BRK-0001212,CUST-000228,ACC-0000167,P3,CLOSED,2026-03-11T11:22:08,2026-03-19T23:22:08,CASE-027,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000387,RECONCILIATION_BREAK,BRK-0000350,CUST-000177,ACC-0000535,P4,CLOSED,2026-05-18T14:24:43,2026-05-24T22:24:43,CASE-044,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000388,RECONCILIATION_BREAK,BRK-0000971,CUST-000045,ACC-0000411,P3,CLOSED,2026-03-14T15:39:19,2026-03-21T02:39:19,CASE-006,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000389,CORPORATE_ACTION,CA-0000267,CUST-000377,ACC-0000674,P3,CLOSED,2026-05-11T22:24:01,2026-05-24T03:24:01,CASE-088,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000390,RECONCILIATION_BREAK,BRK-0001616,CUST-000265,ACC-0000039,P3,OPEN,2026-06-19T06:53:29,2026-06-23T12:53:29,CASE-011,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000391,POLICY_QUERY,,CUST-000091,ACC-0000699,P4,IN_PROGRESS,2026-03-17T00:07:40,2026-03-23T18:07:40,CASE-079,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000392,SETTLEMENT_EXCEPTION,EXC-0001613,CUST-000403,ACC-0000403,P3,IN_PROGRESS,2026-04-28T03:57:14,2026-05-06T14:57:14,CASE-084,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000393,SETTLEMENT_EXCEPTION,EXC-0002074,CUST-000458,ACC-0000933,P4,CLOSED,2026-04-08T07:52:33,2026-04-11T05:52:33,CASE-026,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000394,RECONCILIATION_BREAK,BRK-0000928,CUST-000327,ACC-0000172,P3,CLOSED,2026-07-14T19:20:15,2026-07-19T06:20:15,CASE-034,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000395,RECONCILIATION_BREAK,BRK-0001504,CUST-000100,ACC-0000307,P2,IN_PROGRESS,2026-04-13T12:21:38,2026-04-18T22:21:38,CASE-040,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000396,POLICY_QUERY,,CUST-000475,ACC-0000137,P2,WAITING,2026-03-08T16:20:07,2026-03-15T18:20:07,CASE-063,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000397,SETTLEMENT_EXCEPTION,EXC-0001781,CUST-000256,ACC-0000130,P4,WAITING,2026-07-05T19:04:18,2026-07-05T22:04:18,CASE-069,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000398,SETTLEMENT_EXCEPTION,EXC-0000831,CUST-000268,ACC-0000692,P4,CLOSED,2026-05-04T10:32:14,2026-05-12T05:32:14,CASE-039,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000399,CORPORATE_ACTION,CA-0000854,CUST-000475,ACC-0000137,P4,IN_PROGRESS,2026-07-11T12:48:26,2026-07-17T02:48:26,CASE-083,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000400,CORPORATE_ACTION,CA-0000864,CUST-000271,ACC-0000881,P4,OPEN,2026-04-17T09:17:55,2026-04-24T07:17:55,CASE-007,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000401,POLICY_QUERY,,CUST-000068,ACC-0000604,P3,IN_PROGRESS,2026-05-12T14:39:58,2026-05-22T05:39:58,CASE-063,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000402,SETTLEMENT_EXCEPTION,EXC-0001961,CUST-000225,ACC-0000719,P4,WAITING,2026-06-02T11:05:28,2026-06-09T13:05:28,CASE-023,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000403,CORPORATE_ACTION,CA-0000580,CUST-000127,ACC-0000280,P4,CLOSED,2026-05-20T09:37:10,2026-05-25T08:37:10,CASE-072,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000404,SETTLEMENT_EXCEPTION,EXC-0001231,CUST-000281,ACC-0000627,P3,OPEN,2026-05-25T04:42:54,2026-06-05T02:42:54,CASE-079,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000405,RECONCILIATION_BREAK,BRK-0000252,CUST-000352,ACC-0000431,P2,IN_PROGRESS,2026-04-16T04:11:46,2026-04-24T18:11:46,CASE-087,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000406,SETTLEMENT_EXCEPTION,EXC-0001656,CUST-000345,ACC-0000292,P4,OPEN,2026-03-18T05:21:53,2026-03-22T12:21:53,CASE-090,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000407,SETTLEMENT_EXCEPTION,EXC-0000138,CUST-000499,ACC-0000946,P3,ESCALATED,2026-04-28T07:55:38,2026-04-30T20:55:38,CASE-048,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000408,SETTLEMENT_EXCEPTION,EXC-0001230,CUST-000065,ACC-0000588,P4,IN_PROGRESS,2026-03-11T08:08:26,2026-03-20T20:08:26,CASE-014,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000409,RECONCILIATION_BREAK,BRK-0000572,CUST-000349,ACC-0000856,P3,IN_PROGRESS,2026-04-09T16:25:46,2026-04-21T01:25:46,CASE-018,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000410,CORPORATE_ACTION,CA-0000305,CUST-000314,ACC-0000453,P3,OPEN,2026-05-22T08:09:46,2026-05-27T14:09:46,CASE-018,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000411,SETTLEMENT_EXCEPTION,EXC-0000850,CUST-000399,ACC-0000263,P3,CLOSED,2026-04-16T00:00:58,2026-04-19T04:00:58,CASE-059,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000412,SETTLEMENT_EXCEPTION,EXC-0000758,CUST-000373,ACC-0000537,P3,OPEN,2026-03-05T11:35:34,2026-03-12T03:35:34,CASE-086,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000413,RECONCILIATION_BREAK,BRK-0000966,CUST-000090,ACC-0000843,P4,CLOSED,2026-05-09T08:15:39,2026-05-17T19:15:39,CASE-002,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000414,SETTLEMENT_EXCEPTION,EXC-0001598,CUST-000390,ACC-0000310,P3,CLOSED,2026-04-27T06:01:00,2026-05-06T14:01:00,CASE-008,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000415,SETTLEMENT_EXCEPTION,EXC-0001611,CUST-000366,ACC-0000450,P3,CLOSED,2026-04-30T12:53:29,2026-05-10T16:53:29,CASE-058,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0000416,SETTLEMENT_EXCEPTION,EXC-0000850,CUST-000399,ACC-0000263,P4,CLOSED,2026-04-04T01:41:28,2026-04-10T20:41:28,CASE-079,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
