account_id,customer_id,account_type,base_currency,market,country_code,open_date,account_status,risk_rating,maker_checker_required,access_scope,last_review_date
ACC-0000190,CUST-000130,CASH,JPY,TSE,JP,2025-07-09,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-05-04
ACC-0000191,CUST-000211,SAFEKEEPING,EUR,XETRA,DE,2019-07-27,ACTIVE,LOW,Y,OPS_STANDARD,2025-05-28
ACC-0000192,CUST-000287,CASH,EUR,EURONEXT,FR,2021-07-31,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-04-21
ACC-0000193,CUST-000383,SAFEKEEPING,AUD,ASX,AU,2026-02-14,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2025-11-05
ACC-0000194,CUST-000266,CASH,GBP,LSE,GB,2024-02-07,ACTIVE,LOW,Y,OPS_STANDARD,2025-05-11
ACC-0000195,CUST-000452,OMNIBUS,USD,NASDAQ,US,2018-11-30,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-07-27
ACC-0000196,CUST-000342,OMNIBUS,SGD,SGX,SG,2025-04-22,ACTIVE,LOW,Y,OPS_STANDARD,2026-01-31
ACC-0000197,CUST-000215,SEGREGATED,CAD,TSX,CA,2025-01-23,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2025-07-03
ACC-0000198,CUST-000141,PLEDGE,USD,NASDAQ,US,2022-03-27,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-08-16
ACC-0000199,CUST-000130,CASH,JPY,TSE,JP,2024-10-11,ACTIVE,LOW,Y,OPS_STANDARD,2025-08-20
ACC-0000200,CUST-000321,CASH,SGD,SGX,SG,2026-01-01,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-03-31
ACC-0000201,CUST-000479,SEGREGATED,USD,NYSE,US,2024-02-24,ACTIVE,LOW,Y,OPS_STANDARD,2025-12-27
ACC-0000202,CUST-000366,PLEDGE,USD,NYSE,US,2023-07-24,ACTIVE,LOW,Y,OPS_STANDARD,2026-05-28
ACC-0000203,CUST-000116,SAFEKEEPING,CAD,TSX,CA,2024-06-07,ACTIVE,LOW,Y,OPS_SENSITIVE,2026-02-09
ACC-0000204,CUST-000317,OMNIBUS,USD,NYSE,US,2024-03-22,DORMANT,LOW,Y,OPS_STANDARD,2025-06-01
ACC-0000205,CUST-000333,PLEDGE,GBP,LSE,GB,2023-10-09,ACTIVE,LOW,Y,OPS_RESTRICTED,2025-09-13
ACC-0000206,CUST-000254,SAFEKEEPING,CAD,TSX,CA,2026-05-20,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-10-28
ACC-0000207,CUST-000288,SAFEKEEPING,GBP,LSE,GB,2024-07-14,ACTIVE,MEDIUM,Y,OPS_RESTRICTED,2025-09-03
ACC-0000208,CUST-000202,PLEDGE,SGD,SGX,SG,2026-02-23,ACTIVE,LOW,Y,OPS_STANDARD,2025-01-23
ACC-0000209,CUST-000462,PLEDGE,CAD,TSX,CA,2025-09-05,ACTIVE,LOW,Y,OPS_STANDARD,2025-12-31
ACC-0000210,CUST-000281,PLEDGE,GBP,LSE,GB,2026-03-20,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-09-02
ACC-0000211,CUST-000191,PLEDGE,USD,NYSE,US,2022-08-29,ACTIVE,LOW,Y,OPS_STANDARD,2026-01-16
ACC-0000212,CUST-000266,SEGREGATED,GBP,LSE,GB,2023-08-13,ACTIVE,LOW,Y,OPS_STANDARD,2025-10-15
ACC-0000213,CUST-000261,OMNIBUS,USD,NASDAQ,US,2025-07-05,DORMANT,HIGH,Y,OPS_STANDARD,2025-12-03
ACC-0000214,CUST-000042,SEGREGATED,USD,NYSE,US,2023-01-19,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-02-21
ACC-0000215,CUST-000264,CASH,USD,NYSE,US,2026-03-19,ACTIVE,LOW,Y,OPS_STANDARD,2026-02-19
ACC-0000216,CUST-000314,OMNIBUS,USD,NYSE,US,2025-12-26,ACTIVE,LOW,Y,OPS_STANDARD,2025-12-05
ACC-0000217,CUST-000151,OMNIBUS,USD,NYSE,US,2024-09-23,ACTIVE,LOW,Y,OPS_STANDARD,2026-01-26
ACC-0000218,CUST-000278,SEGREGATED,EUR,XETRA,DE,2020-09-11,ACTIVE,LOW,Y,OPS_STANDARD,2025-01-14
ACC-0000219,CUST-000332,SAFEKEEPING,EUR,XETRA,DE,2025-11-09,ACTIVE,LOW,Y,OPS_RESTRICTED,2025-02-24
ACC-0000220,CUST-000326,SAFEKEEPING,GBP,LSE,GB,2023-05-13,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-05
ACC-0000221,CUST-000296,SAFEKEEPING,USD,NYSE,US,2024-11-09,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2026-02-11
ACC-0000222,CUST-000283,OMNIBUS,EUR,EURONEXT,FR,2025-07-14,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-03-22
ACC-0000223,CUST-000409,OMNIBUS,USD,NYSE,US,2021-09-14,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2025-07-17
ACC-0000224,CUST-000428,SAFEKEEPING,EUR,XETRA,DE,2021-11-14,RESTRICTED,HIGH,Y,OPS_STANDARD,2025-06-19
ACC-0000225,CUST-000174,OMNIBUS,GBP,LSE,GB,2021-05-31,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-04
ACC-0000226,CUST-000305,PLEDGE,GBP,LSE,GB,2026-03-20,DORMANT,MEDIUM,Y,OPS_STANDARD,2025-08-05
ACC-0000227,CUST-000082,OMNIBUS,EUR,XETRA,DE,2021-04-24,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-07-11
ACC-0000228,CUST-000020,CASH,EUR,EURONEXT,FR,2025-01-08,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-12-08
ACC-0000229,CUST-000371,SEGREGATED,USD,NASDAQ,US,2024-10-04,ACTIVE,LOW,Y,OPS_STANDARD,2025-05-10
ACC-0000230,CUST-000381,SEGREGATED,USD,NASDAQ,US,2026-05-11,RESTRICTED,MEDIUM,Y,OPS_STANDARD,2025-04-10
ACC-0000231,CUST-000311,PLEDGE,USD,NYSE,US,2023-10-15,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-12-07
ACC-0000232,CUST-000048,SEGREGATED,USD,NASDAQ,US,2022-11-05,ACTIVE,LOW,Y,OPS_STANDARD,2026-06-06
ACC-0000233,CUST-000001,PLEDGE,AUD,ASX,AU,2026-02-17,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-01-29
ACC-0000234,CUST-000357,PLEDGE,USD,NASDAQ,US,2018-02-19,ACTIVE,LOW,Y,OPS_STANDARD,2025-01-25
ACC-0000235,CUST-000463,OMNIBUS,USD,NASDAQ,US,2024-12-10,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-02-25
ACC-0000236,CUST-000116,OMNIBUS,CAD,TSX,CA,2024-01-06,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-08-29
ACC-0000237,CUST-000378,PLEDGE,JPY,TSE,JP,2022-04-28,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-08-18
ACC-0000238,CUST-000041,CASH,EUR,XETRA,DE,2025-02-10,ACTIVE,LOW,Y,OPS_STANDARD,2026-06-01
ACC-0000239,CUST-000151,PLEDGE,USD,NYSE,US,2024-06-09,ACTIVE,LOW,Y,OPS_STANDARD,2025-03-24
ACC-0000240,CUST-000098,OMNIBUS,GBP,LSE,GB,2019-11-29,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-12-24
ACC-0000241,CUST-000427,PLEDGE,USD,NYSE,US,2019-08-07,ACTIVE,LOW,Y,OPS_STANDARD,2025-09-23
ACC-0000242,CUST-000306,PLEDGE,EUR,XETRA,DE,2025-12-24,ACTIVE,LOW,Y,OPS_STANDARD,2025-03-28
ACC-0000243,CUST-000280,CASH,USD,NASDAQ,US,2025-10-04,ACTIVE,LOW,Y,OPS_STANDARD,2026-05-04
ACC-0000244,CUST-000163,OMNIBUS,EUR,EURONEXT,FR,2022-03-24,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-06-12
ACC-0000245,CUST-000202,PLEDGE,SGD,SGX,SG,2026-02-13,RESTRICTED,LOW,Y,OPS_SENSITIVE,2026-04-17
ACC-0000246,CUST-000386,OMNIBUS,USD,NASDAQ,US,2025-05-05,ACTIVE,LOW,Y,OPS_STANDARD,2026-04-18
ACC-0000247,CUST-000274,PLEDGE,CAD,TSX,CA,2022-09-28,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-02-19
ACC-0000248,CUST-000480,OMNIBUS,USD,NASDAQ,US,2023-02-18,ACTIVE,LOW,Y,OPS_SENSITIVE,2026-04-27
ACC-0000249,CUST-000093,OMNIBUS,USD,NASDAQ,US,2026-02-03,ACTIVE,LOW,Y,OPS_STANDARD,2025-06-12
ACC-0000250,CUST-000222,SEGREGATED,CAD,TSX,CA,2026-04-11,ACTIVE,LOW,Y,OPS_STANDARD,2026-06-30
ACC-0000251,CUST-000338,CASH,EUR,EURONEXT,FR,2019-09-03,ACTIVE,LOW,Y,OPS_STANDARD,2025-08-27
ACC-0000252,CUST-000227,SAFEKEEPING,AUD,ASX,AU,2025-03-31,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2026-02-16
ACC-0000253,CUST-000163,SAFEKEEPING,EUR,EURONEXT,FR,2023-06-22,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-05-19
ACC-0000254,CUST-000284,SAFEKEEPING,USD,NASDAQ,US,2020-12-29,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-11-18
ACC-0000255,CUST-000055,CASH,CAD,TSX,CA,2025-08-21,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-11-28
ACC-0000256,CUST-000161,OMNIBUS,USD,NYSE,US,2025-12-28,ACTIVE,LOW,Y,OPS_STANDARD,2025-04-04
ACC-0000257,CUST-000164,SAFEKEEPING,CAD,TSX,CA,2025-04-10,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-14
ACC-0000258,CUST-000418,SEGREGATED,USD,NYSE,US,2024-09-26,ACTIVE,MEDIUM,Y,OPS_RESTRICTED,2025-07-08
ACC-0000259,CUST-000116,PLEDGE,CAD,TSX,CA,2024-09-22,ACTIVE,LOW,Y,OPS_STANDARD,2025-11-06
ACC-0000260,CUST-000366,SEGREGATED,USD,NYSE,US,2026-01-21,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-05
ACC-0000261,CUST-000374,SEGREGATED,USD,NYSE,US,2023-03-19,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-10-30
ACC-0000262,CUST-000333,OMNIBUS,GBP,LSE,GB,2026-03-09,ACTIVE,LOW,Y,OPS_SENSITIVE,2026-05-05
ACC-0000263,CUST-000399,SEGREGATED,JPY,TSE,JP,2025-12-01,ACTIVE,LOW,Y,OPS_STANDARD,2025-03-27
ACC-0000264,CUST-000360,SAFEKEEPING,AUD,ASX,AU,2018-04-28,ACTIVE,HIGH,Y,OPS_STANDARD,2025-12-13
ACC-0000265,CUST-000167,OMNIBUS,GBP,LSE,GB,2022-09-20,ACTIVE,LOW,Y,OPS_STANDARD,2025-11-28
ACC-0000266,CUST-000208,SEGREGATED,GBP,LSE,GB,2022-04-07,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-07-27
ACC-0000267,CUST-000332,CASH,EUR,XETRA,DE,2026-02-28,CLOSED,LOW,Y,OPS_SENSITIVE,2026-04-29
ACC-0000268,CUST-000026,PLEDGE,USD,NASDAQ,US,2024-08-13,ACTIVE,LOW,Y,OPS_STANDARD,2025-05-20
ACC-0000269,CUST-000017,SAFEKEEPING,EUR,EURONEXT,FR,2025-12-12,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-06-25
ACC-0000270,CUST-000371,CASH,USD,NASDAQ,US,2026-05-21,ACTIVE,LOW,Y,OPS_STANDARD,2026-06-16
ACC-0000271,CUST-000196,PLEDGE,SGD,SGX,SG,2021-04-20,ACTIVE,LOW,Y,OPS_STANDARD,2026-03-29
ACC-0000272,CUST-000369,CASH,CAD,TSX,CA,2019-08-10,ACTIVE,LOW,Y,OPS_STANDARD,2025-05-30
ACC-0000273,CUST-000097,SAFEKEEPING,SGD,SGX,SG,2022-12-26,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-26
ACC-0000274,CUST-000488,SAFEKEEPING,USD,NYSE,US,2026-02-03,ACTIVE,LOW,Y,OPS_STANDARD,2025-01-23
ACC-0000275,CUST-000168,CASH,GBP,LSE,GB,2021-12-25,ACTIVE,LOW,Y,OPS_STANDARD,2026-03-26
ACC-0000276,CUST-000043,OMNIBUS,USD,NASDAQ,US,2023-01-07,ACTIVE,LOW,Y,OPS_STANDARD,2025-05-11
ACC-0000277,CUST-000385,CASH,EUR,EURONEXT,FR,2021-06-28,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-07-23
ACC-0000278,CUST-000383,SAFEKEEPING,AUD,ASX,AU,2026-05-07,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-05-10
ACC-0000279,CUST-000045,SEGREGATED,JPY,TSE,JP,2026-03-21,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2025-11-22
ACC-0000280,CUST-000354,CASH,USD,NASDAQ,US,2025-01-27,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-01-26
ACC-0000281,CUST-000390,SAFEKEEPING,JPY,TSE,JP,2021-10-15,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-01-23
ACC-0000282,CUST-000128,CASH,CAD,TSX,CA,2025-11-05,ACTIVE,HIGH,Y,OPS_SENSITIVE,2025-07-13
ACC-0000283,CUST-000414,CASH,AUD,ASX,AU,2024-09-12,ACTIVE,LOW,Y,OPS_STANDARD,2026-02-24
ACC-0000284,CUST-000096,PLEDGE,USD,NASDAQ,US,2025-08-27,RESTRICTED,LOW,Y,OPS_STANDARD,2026-02-23
ACC-0000285,CUST-000412,SAFEKEEPING,USD,NYSE,US,2021-02-12,ACTIVE,LOW,Y,OPS_STANDARD,2025-06-28
ACC-0000286,CUST-000406,OMNIBUS,CAD,TSX,CA,2020-12-29,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2025-10-19
ACC-0000287,CUST-000267,CASH,EUR,XETRA,DE,2024-05-28,ACTIVE,LOW,Y,OPS_STANDARD,2025-04-10
ACC-0000288,CUST-000178,CASH,USD,NYSE,US,2023-07-03,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-07-26
ACC-0000289,CUST-000145,PLEDGE,USD,NASDAQ,US,2025-11-28,DORMANT,MEDIUM,Y,OPS_RESTRICTED,2025-07-13
ACC-0000290,CUST-000283,SAFEKEEPING,EUR,EURONEXT,FR,2018-01-24,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-09-17
ACC-0000291,CUST-000096,SEGREGATED,USD,NYSE,US,2025-11-13,ACTIVE,LOW,Y,OPS_STANDARD,2025-10-19
ACC-0000292,CUST-000345,CASH,USD,NASDAQ,US,2025-03-14,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-08-13
ACC-0000293,CUST-000117,OMNIBUS,USD,NYSE,US,2020-06-14,ACTIVE,LOW,Y,OPS_SENSITIVE,2026-01-29
ACC-0000294,CUST-000450,PLEDGE,EUR,EURONEXT,FR,2025-05-17,ACTIVE,LOW,Y,OPS_SENSITIVE,2026-01-21
ACC-0000295,CUST-000210,PLEDGE,USD,NYSE,US,2021-08-06,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-02-15
ACC-0000296,CUST-000022,SAFEKEEPING,GBP,LSE,GB,2024-07-03,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-09-04
ACC-0000297,CUST-000228,CASH,USD,NASDAQ,US,2024-10-27,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-09-14
ACC-0000298,CUST-000170,CASH,USD,NASDAQ,US,2024-01-08,DORMANT,LOW,Y,OPS_STANDARD,2026-04-20
ACC-0000299,CUST-000121,CASH,GBP,LSE,GB,2025-09-11,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-12-01
ACC-0000300,CUST-000300,OMNIBUS,USD,NASDAQ,US,2023-09-19,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-12-09
ACC-0000301,CUST-000269,SAFEKEEPING,USD,NYSE,US,2026-02-12,ACTIVE,LOW,Y,OPS_STANDARD,2026-02-18
ACC-0000302,CUST-000163,OMNIBUS,EUR,EURONEXT,FR,2022-12-06,RESTRICTED,MEDIUM,Y,OPS_STANDARD,2026-02-27
ACC-0000303,CUST-000266,SEGREGATED,GBP,LSE,GB,2024-11-15,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-05-05
ACC-0000304,CUST-000383,CASH,AUD,ASX,AU,2023-10-18,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2025-12-02
ACC-0000305,CUST-000088,OMNIBUS,AUD,ASX,AU,2025-10-17,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-04-22
ACC-0000306,CUST-000416,OMNIBUS,USD,NYSE,US,2024-07-25,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-11-28
ACC-0000307,CUST-000100,CASH,USD,NYSE,US,2025-11-14,ACTIVE,LOW,Y,OPS_STANDARD,2025-09-24
ACC-0000308,CUST-000265,SAFEKEEPING,USD,NYSE,US,2025-05-07,ACTIVE,LOW,Y,OPS_STANDARD,2026-05-17
ACC-0000309,CUST-000330,OMNIBUS,USD,NASDAQ,US,2024-10-24,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-07-13
ACC-0000310,CUST-000390,PLEDGE,JPY,TSE,JP,2022-12-08,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-04-01
ACC-0000311,CUST-000419,SAFEKEEPING,EUR,EURONEXT,FR,2024-05-16,DORMANT,MEDIUM,Y,OPS_STANDARD,2025-10-14
ACC-0000312,CUST-000407,SAFEKEEPING,USD,NYSE,US,2025-05-26,ACTIVE,HIGH,Y,OPS_STANDARD,2025-08-19
ACC-0000313,CUST-000224,CASH,USD,NYSE,US,2025-01-19,ACTIVE,LOW,Y,OPS_STANDARD,2025-09-02
ACC-0000314,CUST-000210,PLEDGE,USD,NYSE,US,2024-06-11,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-05-15
ACC-0000315,CUST-000270,SAFEKEEPING,USD,NYSE,US,2023-07-12,ACTIVE,LOW,Y,OPS_STANDARD,2025-03-16
ACC-0000316,CUST-000500,SEGREGATED,SGD,SGX,SG,2023-10-30,RESTRICTED,MEDIUM,Y,OPS_STANDARD,2025-10-19
ACC-0000317,CUST-000481,SAFEKEEPING,USD,NASDAQ,US,2024-12-22,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-05-02
ACC-0000318,CUST-000402,CASH,USD,NASDAQ,US,2020-06-19,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-26
ACC-0000319,CUST-000035,PLEDGE,AUD,ASX,AU,2026-02-06,ACTIVE,LOW,Y,OPS_SENSITIVE,2026-04-29
ACC-0000320,CUST-000437,OMNIBUS,USD,NYSE,US,2019-01-19,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-04-28
ACC-0000321,CUST-000492,PLEDGE,USD,NYSE,US,2023-04-22,RESTRICTED,MEDIUM,Y,OPS_STANDARD,2026-01-20
ACC-0000322,CUST-000134,OMNIBUS,JPY,TSE,JP,2018-11-20,ACTIVE,HIGH,Y,OPS_STANDARD,2025-08-08
ACC-0000323,CUST-000451,SAFEKEEPING,JPY,TSE,JP,2023-09-06,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-04-19
ACC-0000324,CUST-000207,PLEDGE,USD,NYSE,US,2025-04-22,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2025-02-26
ACC-0000325,CUST-000018,PLEDGE,EUR,EURONEXT,FR,2024-10-23,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-08-18
ACC-0000326,CUST-000037,OMNIBUS,EUR,XETRA,DE,2025-12-08,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-07-10
ACC-0000327,CUST-000490,CASH,USD,NASDAQ,US,2026-03-06,ACTIVE,LOW,Y,OPS_STANDARD,2025-11-10
ACC-0000328,CUST-000291,SAFEKEEPING,USD,NASDAQ,US,2024-10-14,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-09-27
ACC-0000329,CUST-000317,CASH,USD,NASDAQ,US,2022-08-19,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-05-18
ACC-0000330,CUST-000490,SAFEKEEPING,USD,NASDAQ,US,2026-04-27,ACTIVE,LOW,Y,OPS_STANDARD,2025-08-28
ACC-0000331,CUST-000395,PLEDGE,EUR,XETRA,DE,2022-09-02,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-10-20
ACC-0000332,CUST-000085,SEGREGATED,EUR,XETRA,DE,2024-11-25,RESTRICTED,MEDIUM,Y,OPS_STANDARD,2026-01-05
ACC-0000333,CUST-000411,SAFEKEEPING,USD,NYSE,US,2020-07-08,ACTIVE,LOW,Y,OPS_STANDARD,2025-08-06
ACC-0000334,CUST-000043,PLEDGE,USD,NYSE,US,2020-06-08,ACTIVE,LOW,Y,OPS_STANDARD,2025-05-18
ACC-0000335,CUST-000418,CASH,USD,NYSE,US,2024-10-21,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2026-06-04
ACC-0000336,CUST-000382,PLEDGE,USD,NYSE,US,2023-07-29,ACTIVE,LOW,Y,OPS_RESTRICTED,2025-05-06
ACC-0000337,CUST-000106,CASH,USD,NYSE,US,2025-08-13,ACTIVE,LOW,Y,OPS_RESTRICTED,2026-03-09
ACC-0000338,CUST-000331,SAFEKEEPING,USD,NYSE,US,2026-03-31,ACTIVE,LOW,Y,OPS_RESTRICTED,2026-06-04
ACC-0000339,CUST-000456,SEGREGATED,USD,NYSE,US,2017-08-26,DORMANT,MEDIUM,Y,OPS_STANDARD,2025-05-04
ACC-0000340,CUST-000193,OMNIBUS,CAD,TSX,CA,2025-10-14,CLOSED,LOW,Y,OPS_STANDARD,2025-07-13
ACC-0000341,CUST-000409,CASH,USD,NYSE,US,2026-03-30,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-01-13
ACC-0000342,CUST-000243,SEGREGATED,AUD,ASX,AU,2026-03-12,ACTIVE,LOW,Y,OPS_STANDARD,2026-06-10
ACC-0000343,CUST-000191,SEGREGATED,USD,NYSE,US,2023-08-27,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-24
ACC-0000344,CUST-000443,OMNIBUS,SGD,SGX,SG,2025-01-03,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-08
ACC-0000345,CUST-000452,PLEDGE,USD,NYSE,US,2017-01-03,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-05-13
ACC-0000346,CUST-000316,SAFEKEEPING,USD,NASDAQ,US,2026-04-11,DORMANT,MEDIUM,Y,OPS_STANDARD,2025-06-19
ACC-0000347,CUST-000114,PLEDGE,CAD,TSX,CA,2026-05-28,ACTIVE,LOW,Y,OPS_STANDARD,2025-12-13
ACC-0000348,CUST-000454,PLEDGE,USD,NASDAQ,US,2026-02-28,ACTIVE,LOW,Y,OPS_STANDARD,2025-06-29
ACC-0000349,CUST-000056,SAFEKEEPING,USD,NASDAQ,US,2022-05-12,ACTIVE,LOW,Y,OPS_STANDARD,2025-12-24
ACC-0000350,CUST-000249,OMNIBUS,USD,NYSE,US,2022-05-14,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-06-03
ACC-0000351,CUST-000037,PLEDGE,EUR,XETRA,DE,2026-03-11,CLOSED,LOW,Y,OPS_STANDARD,2026-05-13
ACC-0000352,CUST-000331,PLEDGE,USD,NYSE,US,2024-11-30,ACTIVE,LOW,Y,OPS_STANDARD,2025-02-06
ACC-0000353,CUST-000294,PLEDGE,AUD,ASX,AU,2026-04-06,ACTIVE,LOW,Y,OPS_STANDARD,2026-05-03
ACC-0000354,CUST-000496,SAFEKEEPING,USD,NASDAQ,US,2026-02-13,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-02-17
ACC-0000355,CUST-000005,OMNIBUS,USD,NYSE,US,2024-06-19,RESTRICTED,LOW,Y,OPS_STANDARD,2025-03-19
ACC-0000356,CUST-000229,CASH,SGD,SGX,SG,2021-05-20,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-05-23
ACC-0000357,CUST-000210,OMNIBUS,USD,NASDAQ,US,2024-12-25,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-03-03
ACC-0000358,CUST-000141,OMNIBUS,USD,NYSE,US,2019-09-14,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-12-12
ACC-0000359,CUST-000102,SAFEKEEPING,EUR,EURONEXT,FR,2025-03-23,ACTIVE,LOW,Y,OPS_STANDARD,2025-01-11
ACC-0000360,CUST-000325,SAFEKEEPING,USD,NYSE,US,2017-12-23,DORMANT,MEDIUM,Y,OPS_SENSITIVE,2025-09-12
ACC-0000361,CUST-000033,SAFEKEEPING,USD,NYSE,US,2024-07-07,ACTIVE,LOW,Y,OPS_STANDARD,2026-03-11
ACC-0000362,CUST-000481,SAFEKEEPING,USD,NASDAQ,US,2025-08-14,DORMANT,LOW,Y,OPS_STANDARD,2025-08-23
ACC-0000363,CUST-000119,PLEDGE,AUD,ASX,AU,2025-12-01,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2026-03-10
ACC-0000364,CUST-000080,SEGREGATED,USD,NYSE,US,2024-10-31,ACTIVE,LOW,Y,OPS_STANDARD,2025-09-21
ACC-0000365,CUST-000273,SEGREGATED,USD,NYSE,US,2024-10-30,ACTIVE,MEDIUM,Y,OPS_STANDARD,2025-12-21
ACC-0000366,CUST-000419,PLEDGE,EUR,EURONEXT,FR,2025-02-26,ACTIVE,MEDIUM,Y,OPS_STANDARD,2026-06-01
ACC-0000367,CUST-000302,OMNIBUS,USD,NASDAQ,US,2023-10-20,ACTIVE,LOW,Y,OPS_STANDARD,2025-11-02
ACC-0000368,CUST-000250,PLEDGE,GBP,LSE,GB,2022-02-16,RESTRICTED,MEDIUM,Y,OPS_STANDARD,2026-04-22
ACC-0000369,CUST-000496,SEGREGATED,USD,NASDAQ,US,2018-05-11,ACTIVE,LOW,Y,OPS_SENSITIVE,2026-02-01
ACC-0000370,CUST-000431,SAFEKEEPING,CAD,TSX,CA,2019-02-28,ACTIVE,LOW,Y,OPS_STANDARD,2025-07-21
ACC-0000371,CUST-000425,CASH,USD,NASDAQ,US,2019-03-21,ACTIVE,LOW,Y,OPS_SENSITIVE,2026-01-30
ACC-0000372,CUST-000405,CASH,USD,NYSE,US,2025-05-22,ACTIVE,LOW,Y,OPS_STANDARD,2026-05-18
ACC-0000373,CUST-000062,CASH,GBP,LSE,GB,2022-09-08,ACTIVE,LOW,Y,OPS_STANDARD,2026-05-07
ACC-0000374,CUST-000072,SEGREGATED,SGD,SGX,SG,2025-08-29,ACTIVE,MEDIUM,Y,OPS_SENSITIVE,2025-03-25
ACC-0000375,CUST-000224,SEGREGATED,USD,NASDAQ,US,2024-04-26,CLOSED,LOW,Y,OPS_RESTRICTED,2025-09-01
ACC-0000376,CUST-000022,PLEDGE,GBP,LSE,GB,2023-01-02,ACTIVE,LOW,Y,OPS_SENSITIVE,2025-11-24
ACC-0000377,CUST-000090,PLEDGE,USD,NYSE,US,2025-04-23,ACTIVE,HIGH,Y,OPS_STANDARD,2026-03-01
ACC-0000378,CUST-000332,CASH,EUR,XETRA,DE,2025-08-25,ACTIVE,LOW,Y,OPS_STANDARD,2025-10-17
ACC-0000379,CUST-000124,CASH,USD,NASDAQ,US,2023-09-09,ACTIVE,LOW,Y,OPS_STANDARD,2025-12-17
