break_id,account_id,customer_id,security_id,break_type,break_reason,break_amount,currency,break_status,created_ts,age_hours,material_break_flag,assigned_team,owner_id,policy_id,policy_version_expected,source_system
BRK-0000283,ACC-0000661,CUST-000055,SEC-000362,POSITION,PRICE_DIFFERENCE,78.65,CAD,INVESTIGATING,2026-06-10T05:09:41,986,Y,RECON_POSITION,REC-010,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000284,ACC-0000652,CUST-000113,SEC-000449,FEE,MISSING_BOOKING,-657.10,GBP,ESCALATED,2026-05-29T20:18:39,1259,Y,RECON_POSITION,REC-043,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000285,ACC-0000598,CUST-000173,,CASH,MISSING_BOOKING,144.17,USD,OPEN,2026-07-05T08:22:16,383,Y,RECON_CASH,REC-040,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000286,ACC-0000854,CUST-000463,SEC-000129,CORPORATE_ACTION,MISSING_BOOKING,-55.85,USD,ESCALATED,2026-05-21T12:58:50,1459,Y,RECON_POSITION,REC-045,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000287,ACC-0000576,CUST-000387,SEC-000267,FEE,TIMING_DIFFERENCE,-94.16,USD,OPEN,2026-04-28T17:11:03,2006,Y,RECON_POSITION,REC-029,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000288,ACC-0000103,CUST-000427,SEC-000192,POSITION,DUPLICATE_BOOKING,-202.30,USD,INVESTIGATING,2026-06-26T15:22:58,592,Y,RECON_POSITION,REC-029,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000289,ACC-0000694,CUST-000247,SEC-000416,CORPORATE_ACTION,EXTERNAL_STATEMENT_MISMATCH,261.66,USD,RESOLVED,2026-04-11T23:15:41,2408,Y,RECON_POSITION,REC-012,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000290,ACC-0000085,CUST-000104,SEC-000342,POSITION,MISSING_BOOKING,-115.59,CAD,ESCALATED,2026-05-01T09:45:49,1942,Y,RECON_POSITION,REC-012,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000291,ACC-0000678,CUST-000456,,CASH,PRICE_DIFFERENCE,-65.67,USD,ESCALATED,2026-05-15T17:19:39,1598,Y,RECON_CASH,REC-044,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000292,ACC-0000479,CUST-000461,SEC-000037,FX,UNMATCHED_CORPORATE_ACTION,-284.17,USD,RESOLVED,2026-04-30T00:13:33,1975,Y,RECON_POSITION,REC-057,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000293,ACC-0000150,CUST-000118,SEC-000416,FX,DUPLICATE_BOOKING,-137.14,USD,OPEN,2026-04-26T04:47:49,2067,Y,RECON_POSITION,REC-049,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000294,ACC-0000215,CUST-000264,SEC-000054,POSITION,EXTERNAL_STATEMENT_MISMATCH,312.25,USD,RESOLVED,2026-05-20T23:18:32,1472,Y,RECON_POSITION,REC-030,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000295,ACC-0000773,CUST-000265,SEC-000197,NAV,DUPLICATE_BOOKING,-147.20,USD,RESOLVED,2026-04-16T16:36:50,2295,Y,RECON_POSITION,REC-030,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000296,ACC-0000799,CUST-000146,SEC-000013,NAV,TIMING_DIFFERENCE,1016.61,USD,RESOLVED,2026-04-15T23:22:34,2312,Y,RECON_POSITION,REC-025,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000297,ACC-0000206,CUST-000254,SEC-000480,POSITION,DUPLICATE_BOOKING,-477.08,CAD,INVESTIGATING,2026-05-04T10:08:20,1869,Y,RECON_POSITION,REC-032,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000298,ACC-0000281,CUST-000390,SEC-000172,POSITION,TIMING_DIFFERENCE,-66.47,JPY,INVESTIGATING,2026-07-19T22:37:17,33,Y,RECON_POSITION,REC-033,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000299,ACC-0000152,CUST-000246,SEC-000296,NAV,TIMING_DIFFERENCE,172.48,SGD,ESCALATED,2026-04-15T08:27:36,2327,Y,RECON_POSITION,REC-045,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000300,ACC-0000898,CUST-000356,SEC-000160,NAV,FX_RATE_DIFFERENCE,24.78,GBP,OPEN,2026-07-08T00:27:00,319,N,RECON_POSITION,REC-002,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000301,ACC-0000085,CUST-000104,SEC-000455,POSITION,DUPLICATE_BOOKING,-200.86,CAD,ESCALATED,2026-05-21T08:36:40,1463,Y,RECON_POSITION,REC-006,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000302,ACC-0000453,CUST-000314,SEC-000461,NAV,DUPLICATE_BOOKING,64.09,USD,OPEN,2026-05-06T05:06:27,1826,Y,RECON_POSITION,REC-035,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000303,ACC-0000676,CUST-000143,SEC-000375,FX,DUPLICATE_BOOKING,-260.01,USD,PENDING_EXTERNAL,2026-07-05T04:53:11,387,Y,RECON_POSITION,REC-014,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000304,ACC-0000951,CUST-000026,,CASH,EXTERNAL_STATEMENT_MISMATCH,113.82,USD,ESCALATED,2026-06-13T21:39:14,898,Y,RECON_CASH,REC-055,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000305,ACC-0000024,CUST-000392,SEC-000218,FEE,FX_RATE_DIFFERENCE,-155.93,USD,PENDING_EXTERNAL,2026-05-12T23:31:24,1664,Y,RECON_POSITION,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000306,ACC-0000885,CUST-000303,,CASH,FX_RATE_DIFFERENCE,79.90,SGD,RESOLVED,2026-06-27T20:47:40,563,Y,RECON_CASH,REC-054,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000307,ACC-0000263,CUST-000399,SEC-000393,POSITION,DUPLICATE_BOOKING,-689.22,JPY,RESOLVED,2026-06-14T05:55:14,890,Y,RECON_POSITION,REC-017,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000308,ACC-0000241,CUST-000427,SEC-000322,POSITION,PRICE_DIFFERENCE,98.45,USD,RESOLVED,2026-06-04T00:16:38,1135,Y,RECON_POSITION,REC-026,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000309,ACC-0000116,CUST-000113,SEC-000318,POSITION,FX_RATE_DIFFERENCE,1244.61,GBP,RESOLVED,2026-06-08T04:08:01,1035,Y,RECON_POSITION,REC-016,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000310,ACC-0000443,CUST-000422,SEC-000131,NAV,TIMING_DIFFERENCE,654.32,JPY,INVESTIGATING,2026-05-07T20:36:28,1787,Y,RECON_POSITION,REC-011,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000311,ACC-0000330,CUST-000490,SEC-000035,NAV,EXTERNAL_STATEMENT_MISMATCH,-131.76,USD,OPEN,2026-04-24T03:14:35,2116,Y,RECON_POSITION,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000312,ACC-0000967,CUST-000284,SEC-000212,FX,UNMATCHED_CORPORATE_ACTION,123.16,USD,INVESTIGATING,2026-05-02T14:51:41,1913,Y,RECON_POSITION,REC-030,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000313,ACC-0000052,CUST-000072,SEC-000163,POSITION,PRICE_DIFFERENCE,-95.20,SGD,INVESTIGATING,2026-04-17T19:43:30,2268,Y,RECON_POSITION,REC-009,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000314,ACC-0000603,CUST-000049,SEC-000299,POSITION,PRICE_DIFFERENCE,-170.68,CAD,INVESTIGATING,2026-06-11T17:35:36,950,Y,RECON_POSITION,REC-041,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000315,ACC-0000208,CUST-000202,SEC-000486,CORPORATE_ACTION,MISSING_BOOKING,7.12,SGD,RESOLVED,2026-04-15T09:29:02,2326,N,RECON_POSITION,REC-038,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000316,ACC-0000944,CUST-000443,SEC-000264,FEE,UNMATCHED_CORPORATE_ACTION,-244.97,SGD,PENDING_EXTERNAL,2026-07-21T05:33:45,2,Y,RECON_POSITION,REC-057,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000317,ACC-0000410,CUST-000308,SEC-000307,NAV,TIMING_DIFFERENCE,-66.96,USD,PENDING_EXTERNAL,2026-07-20T06:00:49,25,Y,RECON_POSITION,REC-028,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000318,ACC-0000575,CUST-000053,,CASH,PRICE_DIFFERENCE,142.05,USD,INVESTIGATING,2026-05-01T16:51:40,1935,Y,RECON_CASH,REC-049,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000319,ACC-0000470,CUST-000421,SEC-000364,POSITION,EXTERNAL_STATEMENT_MISMATCH,-396.28,EUR,PENDING_EXTERNAL,2026-07-01T14:34:11,473,Y,RECON_POSITION,REC-047,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000320,ACC-0000346,CUST-000316,SEC-000409,POSITION,MISSING_BOOKING,230.32,USD,OPEN,2026-04-24T12:12:29,2107,Y,RECON_POSITION,REC-009,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000321,ACC-0000015,CUST-000340,SEC-000229,POSITION,TIMING_DIFFERENCE,-743.31,USD,INVESTIGATING,2026-06-18T13:07:45,786,Y,RECON_POSITION,REC-060,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000322,ACC-0000049,CUST-000452,SEC-000493,CORPORATE_ACTION,MISSING_BOOKING,-67.63,USD,RESOLVED,2026-06-20T02:40:29,749,Y,RECON_POSITION,REC-053,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000323,ACC-0000143,CUST-000355,,CASH,TIMING_DIFFERENCE,40.66,CAD,INVESTIGATING,2026-04-30T21:14:55,1954,N,RECON_CASH,REC-008,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000324,ACC-0000560,CUST-000237,SEC-000180,POSITION,TIMING_DIFFERENCE,130.49,USD,PENDING_EXTERNAL,2026-07-17T06:38:25,97,Y,RECON_POSITION,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000325,ACC-0000992,CUST-000224,,CASH,PRICE_DIFFERENCE,57.54,USD,ESCALATED,2026-04-08T22:50:42,2481,Y,RECON_CASH,REC-059,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000326,ACC-0000060,CUST-000269,SEC-000499,FX,MISSING_BOOKING,-209.47,USD,INVESTIGATING,2026-05-17T12:48:37,1555,Y,RECON_POSITION,REC-048,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000327,ACC-0000053,CUST-000203,SEC-000400,NAV,UNMATCHED_CORPORATE_ACTION,-196.80,AUD,INVESTIGATING,2026-05-20T16:14:53,1479,Y,RECON_POSITION,REC-042,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000328,ACC-0000168,CUST-000233,SEC-000222,POSITION,EXTERNAL_STATEMENT_MISMATCH,144.26,USD,INVESTIGATING,2026-06-24T15:58:15,640,Y,RECON_POSITION,REC-003,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000329,ACC-0000150,CUST-000118,SEC-000079,CORPORATE_ACTION,PRICE_DIFFERENCE,484.95,USD,PENDING_EXTERNAL,2026-06-21T20:59:13,707,Y,RECON_POSITION,REC-023,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000330,ACC-0000911,CUST-000101,SEC-000102,POSITION,UNMATCHED_CORPORATE_ACTION,1011.08,EUR,INVESTIGATING,2026-07-11T21:44:54,226,Y,RECON_POSITION,REC-008,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000331,ACC-0000046,CUST-000352,SEC-000243,CORPORATE_ACTION,MISSING_BOOKING,59.94,GBP,RESOLVED,2026-04-23T00:44:06,2143,Y,RECON_POSITION,REC-023,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000332,ACC-0000761,CUST-000322,SEC-000395,POSITION,EXTERNAL_STATEMENT_MISMATCH,349.93,GBP,INVESTIGATING,2026-06-21T16:15:56,711,Y,RECON_POSITION,REC-051,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000333,ACC-0000642,CUST-000391,SEC-000199,FEE,DUPLICATE_BOOKING,34.09,GBP,RESOLVED,2026-06-17T15:07:24,808,N,RECON_POSITION,REC-003,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000334,ACC-0000830,CUST-000074,SEC-000341,FX,EXTERNAL_STATEMENT_MISMATCH,34.96,CAD,INVESTIGATING,2026-04-20T16:04:33,2199,N,RECON_POSITION,REC-019,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000335,ACC-0000960,CUST-000177,,CASH,UNMATCHED_CORPORATE_ACTION,727.16,AUD,INVESTIGATING,2026-04-03T10:41:05,2613,Y,RECON_CASH,REC-007,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000336,ACC-0000621,CUST-000429,SEC-000158,CORPORATE_ACTION,PRICE_DIFFERENCE,-36.60,USD,PENDING_EXTERNAL,2026-04-22T12:30:20,2155,N,RECON_POSITION,REC-056,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000337,ACC-0000420,CUST-000406,SEC-000176,FEE,EXTERNAL_STATEMENT_MISMATCH,-145.11,CAD,OPEN,2026-07-18T00:04:21,79,Y,RECON_POSITION,REC-024,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000338,ACC-0000100,CUST-000241,SEC-000203,POSITION,TIMING_DIFFERENCE,118.63,CAD,INVESTIGATING,2026-05-22T14:58:00,1433,Y,RECON_POSITION,REC-023,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000339,ACC-0000236,CUST-000116,SEC-000042,NAV,DUPLICATE_BOOKING,-1265.40,CAD,OPEN,2026-06-16T00:51:40,847,Y,RECON_POSITION,REC-002,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000340,ACC-0000767,CUST-000295,SEC-000077,POSITION,TIMING_DIFFERENCE,-460.79,EUR,RESOLVED,2026-06-28T11:17:19,548,Y,RECON_POSITION,REC-038,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000341,ACC-0000933,CUST-000458,SEC-000135,POSITION,FX_RATE_DIFFERENCE,-55.87,USD,RESOLVED,2026-04-01T11:51:24,2660,Y,RECON_POSITION,REC-033,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000342,ACC-0000068,CUST-000248,SEC-000077,POSITION,DUPLICATE_BOOKING,-105.64,USD,OPEN,2026-07-08T21:16:43,298,Y,RECON_POSITION,REC-021,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000343,ACC-0000658,CUST-000405,,CASH,FX_RATE_DIFFERENCE,138.59,USD,RESOLVED,2026-05-09T16:28:43,1743,Y,RECON_CASH,REC-028,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000344,ACC-0000152,CUST-000246,SEC-000008,POSITION,FX_RATE_DIFFERENCE,1513.12,SGD,RESOLVED,2026-06-07T00:31:04,1063,Y,RECON_POSITION,REC-038,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000345,ACC-0000519,CUST-000349,SEC-000146,POSITION,TIMING_DIFFERENCE,-259.36,USD,INVESTIGATING,2026-04-01T04:57:45,2667,Y,RECON_POSITION,REC-049,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000346,ACC-0000125,CUST-000469,,CASH,DUPLICATE_BOOKING,100.06,SGD,ESCALATED,2026-04-20T14:09:50,2201,Y,RECON_CASH,REC-045,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000347,ACC-0000049,CUST-000452,SEC-000303,FX,MISSING_BOOKING,-1874.64,USD,RESOLVED,2026-06-19T13:48:31,762,Y,RECON_POSITION,REC-035,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000348,ACC-0000751,CUST-000206,SEC-000273,NAV,TIMING_DIFFERENCE,306.64,GBP,ESCALATED,2026-05-25T23:00:56,1352,Y,RECON_POSITION,REC-039,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000349,ACC-0000530,CUST-000443,,CASH,DUPLICATE_BOOKING,72.55,SGD,PENDING_EXTERNAL,2026-06-28T05:37:03,554,Y,RECON_CASH,REC-033,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000350,ACC-0000535,CUST-000177,SEC-000192,FX,EXTERNAL_STATEMENT_MISMATCH,6262.83,AUD,RESOLVED,2026-06-20T18:16:31,733,Y,RECON_POSITION,REC-009,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000351,ACC-0000829,CUST-000493,,CASH,TIMING_DIFFERENCE,133.90,USD,RESOLVED,2026-07-18T11:47:09,68,Y,RECON_CASH,REC-010,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000352,ACC-0000055,CUST-000094,SEC-000067,POSITION,EXTERNAL_STATEMENT_MISMATCH,191.91,USD,INVESTIGATING,2026-07-03T01:19:29,438,Y,RECON_POSITION,REC-020,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000353,ACC-0000463,CUST-000499,SEC-000097,NAV,PRICE_DIFFERENCE,-609.22,USD,ESCALATED,2026-06-20T04:20:11,747,Y,RECON_POSITION,REC-048,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000354,ACC-0000800,CUST-000357,,CASH,TIMING_DIFFERENCE,-1253.24,USD,INVESTIGATING,2026-05-09T05:30:15,1754,Y,RECON_CASH,REC-059,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000355,ACC-0000384,CUST-000321,,CASH,TIMING_DIFFERENCE,71.31,SGD,RESOLVED,2026-07-14T20:44:33,155,Y,RECON_CASH,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000356,ACC-0000319,CUST-000035,,CASH,FX_RATE_DIFFERENCE,274.57,AUD,OPEN,2026-05-08T19:47:59,1764,Y,RECON_CASH,REC-012,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000357,ACC-0000680,CUST-000006,SEC-000112,POSITION,PRICE_DIFFERENCE,656.39,SGD,OPEN,2026-04-16T13:10:33,2298,Y,RECON_POSITION,REC-007,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000358,ACC-0000041,CUST-000352,,CASH,MISSING_BOOKING,-118.28,GBP,RESOLVED,2026-04-25T04:42:56,2091,Y,RECON_CASH,REC-032,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000359,ACC-0000404,CUST-000481,SEC-000002,FX,DUPLICATE_BOOKING,-245.12,USD,RESOLVED,2026-05-15T16:17:19,1599,Y,RECON_POSITION,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000360,ACC-0000378,CUST-000332,SEC-000234,FX,DUPLICATE_BOOKING,-63.02,EUR,RESOLVED,2026-06-15T15:04:24,856,Y,RECON_POSITION,REC-041,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000361,ACC-0000818,CUST-000425,SEC-000430,FX,FX_RATE_DIFFERENCE,534.76,USD,OPEN,2026-06-05T04:52:47,1107,Y,RECON_POSITION,REC-053,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000362,ACC-0000484,CUST-000102,SEC-000297,FX,PRICE_DIFFERENCE,154.56,EUR,PENDING_EXTERNAL,2026-04-28T16:44:40,2007,Y,RECON_POSITION,REC-036,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000363,ACC-0000344,CUST-000443,SEC-000229,POSITION,PRICE_DIFFERENCE,-135.06,SGD,OPEN,2026-05-30T03:47:40,1252,Y,RECON_POSITION,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000364,ACC-0000931,CUST-000097,SEC-000354,NAV,PRICE_DIFFERENCE,2159.24,SGD,RESOLVED,2026-07-18T03:32:33,76,Y,RECON_POSITION,REC-046,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000365,ACC-0000126,CUST-000222,,CASH,DUPLICATE_BOOKING,66.95,CAD,OPEN,2026-04-24T23:42:03,2096,Y,RECON_CASH,REC-029,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000366,ACC-0000358,CUST-000141,SEC-000091,FX,MISSING_BOOKING,439.60,USD,ESCALATED,2026-07-17T15:52:53,88,Y,RECON_POSITION,REC-006,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000367,ACC-0000150,CUST-000118,,CASH,MISSING_BOOKING,-452.94,USD,ESCALATED,2026-04-05T13:01:27,2562,Y,RECON_CASH,REC-016,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000368,ACC-0000432,CUST-000215,SEC-000487,POSITION,PRICE_DIFFERENCE,-376.99,CAD,RESOLVED,2026-07-05T13:48:04,378,Y,RECON_POSITION,REC-003,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000369,ACC-0000218,CUST-000278,,CASH,PRICE_DIFFERENCE,150.62,EUR,RESOLVED,2026-06-13T12:01:25,907,Y,RECON_CASH,REC-053,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000370,ACC-0000190,CUST-000130,SEC-000299,POSITION,FX_RATE_DIFFERENCE,143.98,JPY,INVESTIGATING,2026-05-17T17:37:12,1550,Y,RECON_POSITION,REC-022,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000371,ACC-0000743,CUST-000070,,CASH,FX_RATE_DIFFERENCE,88.52,USD,OPEN,2026-04-09T06:43:26,2473,Y,RECON_CASH,REC-015,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000372,ACC-0000012,CUST-000087,SEC-000469,NAV,EXTERNAL_STATEMENT_MISMATCH,36.68,EUR,OPEN,2026-04-11T07:06:17,2424,N,RECON_POSITION,REC-047,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000373,ACC-0000628,CUST-000392,SEC-000192,POSITION,FX_RATE_DIFFERENCE,160.37,USD,ESCALATED,2026-06-16T14:12:21,833,Y,RECON_POSITION,REC-010,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000374,ACC-0000132,CUST-000192,SEC-000362,FX,TIMING_DIFFERENCE,273.12,CAD,ESCALATED,2026-05-09T08:54:15,1751,Y,RECON_POSITION,REC-034,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000375,ACC-0000465,CUST-000396,SEC-000043,NAV,UNMATCHED_CORPORATE_ACTION,147.30,AUD,INVESTIGATING,2026-05-08T09:33:19,1774,Y,RECON_POSITION,REC-058,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000376,ACC-0000477,CUST-000168,SEC-000257,POSITION,DUPLICATE_BOOKING,217.62,GBP,RESOLVED,2026-05-18T23:43:20,1520,Y,RECON_POSITION,REC-020,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000377,ACC-0000367,CUST-000302,,CASH,UNMATCHED_CORPORATE_ACTION,251.21,USD,RESOLVED,2026-06-03T22:45:33,1137,Y,RECON_CASH,REC-050,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000378,ACC-0000447,CUST-000025,,CASH,PRICE_DIFFERENCE,222.67,USD,RESOLVED,2026-06-06T01:11:23,1086,Y,RECON_CASH,REC-037,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000379,ACC-0000345,CUST-000452,,CASH,UNMATCHED_CORPORATE_ACTION,-282.89,USD,INVESTIGATING,2026-04-05T03:00:52,2572,Y,RECON_CASH,REC-058,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000380,ACC-0000112,CUST-000415,SEC-000465,POSITION,MISSING_BOOKING,79.12,EUR,RESOLVED,2026-06-22T06:27:10,697,Y,RECON_POSITION,REC-024,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000381,ACC-0000356,CUST-000229,,CASH,DUPLICATE_BOOKING,131.45,SGD,RESOLVED,2026-07-11T08:16:05,239,Y,RECON_CASH,REC-011,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000382,ACC-0000469,CUST-000256,,CASH,DUPLICATE_BOOKING,612.65,CAD,INVESTIGATING,2026-04-11T10:16:00,2421,Y,RECON_CASH,REC-034,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000383,ACC-0000223,CUST-000409,SEC-000459,POSITION,PRICE_DIFFERENCE,-180.61,USD,RESOLVED,2026-06-27T15:40:36,568,Y,RECON_POSITION,REC-019,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000384,ACC-0000357,CUST-000210,SEC-000202,POSITION,FX_RATE_DIFFERENCE,410.44,USD,RESOLVED,2026-04-16T07:16:35,2304,Y,RECON_POSITION,REC-004,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000385,ACC-0000886,CUST-000052,,CASH,UNMATCHED_CORPORATE_ACTION,-328.34,CAD,INVESTIGATING,2026-07-03T22:14:50,417,Y,RECON_CASH,REC-007,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000386,ACC-0000750,CUST-000364,SEC-000020,FX,EXTERNAL_STATEMENT_MISMATCH,-295.39,JPY,PENDING_EXTERNAL,2026-07-11T12:03:34,235,Y,RECON_POSITION,REC-038,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000387,ACC-0000536,CUST-000076,SEC-000333,POSITION,MISSING_BOOKING,660.41,GBP,PENDING_EXTERNAL,2026-05-15T04:09:59,1611,Y,RECON_POSITION,REC-034,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000388,ACC-0000447,CUST-000025,SEC-000341,POSITION,EXTERNAL_STATEMENT_MISMATCH,-256.93,USD,OPEN,2026-05-21T14:52:10,1457,Y,RECON_POSITION,REC-032,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000389,ACC-0000995,CUST-000303,,CASH,EXTERNAL_STATEMENT_MISMATCH,-87.88,SGD,RESOLVED,2026-07-12T04:43:53,219,Y,RECON_CASH,REC-039,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000390,ACC-0000601,CUST-000486,,CASH,TIMING_DIFFERENCE,628.25,EUR,RESOLVED,2026-07-13T07:35:26,192,Y,RECON_CASH,REC-033,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000391,ACC-0000225,CUST-000174,SEC-000099,CORPORATE_ACTION,DUPLICATE_BOOKING,-139.39,GBP,RESOLVED,2026-05-09T04:08:32,1755,Y,RECON_POSITION,REC-024,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000392,ACC-0000225,CUST-000174,,CASH,FX_RATE_DIFFERENCE,394.73,GBP,RESOLVED,2026-05-13T05:15:44,1658,Y,RECON_CASH,REC-020,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000393,ACC-0000834,CUST-000477,SEC-000328,FX,DUPLICATE_BOOKING,-362.34,USD,INVESTIGATING,2026-06-29T17:17:45,518,Y,RECON_POSITION,REC-047,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000394,ACC-0000181,CUST-000020,SEC-000203,FX,EXTERNAL_STATEMENT_MISMATCH,69.45,EUR,RESOLVED,2026-06-28T15:42:29,544,Y,RECON_POSITION,REC-058,POL-REC-001,3.0,RECON_CONTROL_CENTER
